subject,filename,issue_id,page_number,issue,highlighted_context,pass_code,error_category,confidence_score,reasoning,
French,wjec-gcse-french-specification.csv,106,84,delete deleting,...crire (to) write   writing effacer (to) **delete deleting** | croire | (to) believe   believing | |...,LTC,FALSE_POSITIVE,100,This is a consistent stylistic choice in the table to separate the English infinitive and present participle forms with spaces.,85
French,wjec-gcse-french-specification.csv,108,85,encourage encouraging,...                  | | encourager | (to) **encourage encouraging** | | endommager | (to) damage damaging |...,LTC,FALSE_POSITIVE,100,This is a consistent stylistic choice in the table to separate the English infinitive and present participle forms with spaces.,86
French,wjec-gcse-french-specification.csv,109,85,teach teaching,"...                   | | enseigner | (to) **teach teaching** | | entrer | (to) enter, go in, come in...",LTC,FALSE_POSITIVE,100,This is a consistent stylistic choice in the table to separate the English infinitive and present participle forms with spaces.,86
French,wjec-gcse-french-specification.csv,115,85,park parking,"...care of, looking after | | garer | (to) **park parking** | | gaspiller | (to) waste wasting | | ...",LTC,FALSE_POSITIVE,100,This is a consistent stylistic choice in the table to separate the English infinitive and present participle forms with spaces.,86
French,wjec-gcse-french-specification.csv,116,85,waste wasting,... (to) park parking | | gaspiller | (to) **waste wasting** | |                              |     ...,LTC,FALSE_POSITIVE,100,This is a consistent stylistic choice in the table to separate the English infinitive and present participle forms with spaces.,86
French,wjec-gcse-french-specification.csv,118,86,taste tasting,...----------------------| | goûter | (to) **taste tasting** | | habiter | (to) live (somewhere)   l...,LTC,FALSE_POSITIVE,100,This is a consistent stylistic choice in the table to separate the English infinitive and present participle forms with spaces.,87
French,wjec-gcse-french-specification.csv,120,86,down   writing down,"...crire; s'inscrire à + noun | (to) write **down   writing down**; (to) join + noun, enrol in + noun   jo...",LTC,FALSE_POSITIVE,100,This is a consistent stylistic choice in the table to separate the English infinitive and present participle forms with spaces.,87
French,wjec-gcse-french-specification.csv,121,86,invite inviting,...nning (from someone) | | inviter | (to) **invite inviting** | | jeter                              ...,LTC,FALSE_POSITIVE,100,This is a consistent stylistic choice in the table to separate the English infinitive and present participle forms with spaces.,87
French,wjec-gcse-french-specification.csv,123,86,deliver delivering,"...tting up, standing up | | livrer | (to) **deliver delivering** | | loger | (to) stay (accommodation)  ...",LTC,FALSE_POSITIVE,100,This is a consistent stylistic choice in the vocabulary table to list the infinitive and present participle forms without a conjunction.,87
French,wjec-gcse-french-specification.csv,127,87,lie lying,... threatening (+ verb) | | mentir | (to) **lie lying** | | mettre; se mettre à (+ noun) (+ inf...,LTC,FALSE_POSITIVE,100,This is a consistent stylistic choice in the vocabulary table to list the infinitive and present participle forms without a conjunction.,88
French,wjec-gcse-french-specification.csv,140,88,cry   crying,...                                 | (to) **cry   crying**                                        ...,LTC,FALSE_POSITIVE,100,This is a consistent stylistic choice in the vocabulary table to list the infinitive and present participle forms without a conjunction.,89
French,wjec-gcse-french-specification.csv,141,88,down putting down,...                   | | poser | (to) put **down putting down** | | poser une question                 ...,LTC,FALSE_POSITIVE,100,This is a consistent stylistic choice in the vocabulary table to list the infinitive and present participle forms without a conjunction.,89
French,wjec-gcse-french-specification.csv,142,88,prefer preferring,"...tising (a language) | | préférer | (to) **prefer preferring** | | prendre | (to) take, (to) have (foo...",LTC,FALSE_POSITIVE,100,This is a consistent stylistic choice in the vocabulary table to list the infinitive and present participle forms without a conjunction.,89
French,wjec-gcse-french-specification.csv,143,88,present   presenting,...                                 | (to) **present   presenting**                                        ...,LTC,FALSE_POSITIVE,100,This is a consistent stylistic choice in the vocabulary table to list the infinitive and present participle forms without a conjunction.,89
French,wjec-gcse-french-specification.csv,144,88,lend   lending,...                                 | (to) **lend   lending**                                        ...,LTC,FALSE_POSITIVE,100,This is a consistent stylistic choice in the vocabulary table to list the infinitive and present participle forms without a conjunction.,89
French,wjec-gcse-french-specification.csv,145,89,promote   promoting,...         | | promouvoir          | (to) **promote   promoting**                                        ...,LTC,FALSE_POSITIVE,100,This is a consistent stylistic choice in the vocabulary table to list the infinitive and present participle forms without a conjunction.,90
French,wjec-gcse-french-specification.csv,146,89,propose   proposing,...         | | proposer            | (to) **propose   proposing**                                        ...,LTC,FALSE_POSITIVE,100,This is a consistent stylistic choice in the vocabulary table to list the infinitive and present participle forms without a conjunction.,90
French,wjec-gcse-french-specification.csv,147,89,protect   protecting,...         | | protéger            | (to) **protect   protecting**                                        ...,LTC,FALSE_POSITIVE,100,This is a consistent stylistic choice in the vocabulary table to list the infinitive and present participle forms without a conjunction.,90
French,wjec-gcse-french-specification.csv,148,89,punish   punish,...         | | punir               | (to) **punish   punish**                                        ...,LTC,PARSING_ERROR,100,Duplicate word 'punish' and missing 'punishing' likely due to parsing error in the verb conjugation list.,90
French,wjec-gcse-french-specification.csv,149,89,receive   receiving,...         | | recevoir            | (to) **receive   receiving**                                        ...,LTC,FALSE_POSITIVE,100,"This is the intended format for the verb conjugation list, showing the infinitive and present participle.",90
French,wjec-gcse-french-specification.csv,160,90,argue arguing,...                 | | se disputer | (to) **argue arguing** | | se maquiller | (to) put make up on ...,LTC,FALSE_POSITIVE,100,"This is the intended format for the verb conjugation list, showing the infinitive and present participle.",91
French,wjec-gcse-french-specification.csv,161,90,make up,...gue arguing | | se maquiller | (to) put **make up** on   putting make up on | | se marier |...,LTC,PARSING_ERROR,90,'make up' as a noun should be hyphenated ('make-up') or one word ('makeup') in formal writing.,91
French,wjec-gcse-french-specification.csv,162,90,make up,...quiller | (to) put make up on   putting **make up** on | | se marier | (to) get married get...,LTC,PARSING_ERROR,90,'make up' as a noun should be hyphenated ('make-up') or one word ('makeup') in formal writing.,91
French,wjec-gcse-french-specification.csv,163,90,complain   complaining,...plaindre                         | (to) **complain   complaining**                                        ...,LTC,FALSE_POSITIVE,100,"This is the intended format for the verb conjugation list, showing the infinitive and present participle.",91
French,wjec-gcse-french-specification.csv,164,90,relax relaxing,...                  | | se relaxer | (to) **relax relaxing** | | se réveiller                       ...,LTC,FALSE_POSITIVE,100,"This is the intended format for the verb conjugation list, showing the infinitive and present participle.",91
French,wjec-gcse-french-specification.csv,165,90,up   waking up,...ller                        | (to) wake **up   waking up**                                        ...,LTC,FALSE_POSITIVE,100,"This is the intended format for the verb conjugation list, showing the infinitive and present participle.",91
French,wjec-gcse-french-specification.csv,166,90,feel   feeling,...sentir                           | (to) **feel   feeling**                                        ...,LTC,FALSE_POSITIVE,100,"This is the intended format for the verb conjugation list, showing the infinitive and present participle.",91
French,wjec-gcse-french-specification.csv,167,91,seem seeming,...| sembler s'entendre avec sentir | (to) **seem seeming** (to) get on with getting on with |  | |...,LTC,FALSE_POSITIVE,100,"This is the intended format for the verb conjugation list, showing the infinitive and present participle.",92
French,wjec-gcse-french-specification.csv,168,91,train training,...              |  | | s'entraîner | (to) **train training** |  | | séparer | (to) separate separati...,LTC,PARSING_ERROR,90,Missing comma between infinitive and present participle forms in a vocabulary list.,92
French,wjec-gcse-french-specification.csv,169,91,separate separating,...o) train training |  | | séparer | (to) **separate separating** |  | | s'habituer à                    ...,LTC,PARSING_ERROR,90,Missing comma between infinitive and present participle forms in a vocabulary list.,92
French,wjec-gcse-french-specification.csv,170,91,ring   ringing,...er                               | (to) **ring   ringing**                                        ...,LTC,PARSING_ERROR,90,Missing comma between infinitive and present participle forms in a vocabulary list.,92
French,wjec-gcse-french-specification.csv,171,91,out   going out,"...|  | | sortir | (to) go out, exit, take **out   going out**, exiting, taking out |  | | souffrir   ...",LTC,PARSING_ERROR,90,Missing comma between infinitive and present participle forms in a vocabulary list.,92
French,wjec-gcse-french-specification.csv,172,91,suffer   suffering,...frir                             | (to) **suffer   suffering**                                        ...,LTC,PARSING_ERROR,90,Missing comma between infinitive and present participle forms in a vocabulary list.,92
French,wjec-gcse-french-specification.csv,173,91,follow following,...                   |  | | suivre | (to) **follow following** |  | | supporter                       ...,LTC,PARSING_ERROR,90,Missing comma between infinitive and present participle forms in a vocabulary list.,92
French,wjec-gcse-french-specification.csv,174,91,tolerate   tolerating,...orter                            | (to) **tolerate   tolerating**                                        ...,LTC,PARSING_ERROR,90,Missing comma between infinitive and present participle forms in a vocabulary list.,92
French,wjec-gcse-french-specification.csv,175,91,survive surviving,...                 |  | | survivre (to) | **survive surviving** |  | | taper | (to) type typing |  | | ...,LTC,PARSING_ERROR,90,Missing comma between infinitive and present participle forms in a vocabulary list.,92
French,wjec-gcse-french-specification.csv,176,91,online   chatting online,...                            | (to) chat **online   chatting online**                                        ...,LTC,PARSING_ERROR,90,Missing comma between infinitive and present participle forms in a vocabulary list.,92
French,wjec-gcse-french-specification.csv,177,91,download   downloading,...charger                          | (to) **download   downloading**                                        ...,LTC,PARSING_ERROR,90,Missing comma between infinitive and present participle forms in a vocabulary list.,92
French,wjec-gcse-french-specification.csv,178,91,phone phoning,"...             |  | | téléphoner à | (to) **phone phoning** |  | | tirer | (to) pull, draw (curtain...",LTC,PARSING_ERROR,100,"Words are merged; should be 'phone phoning' with a space, likely a PDF conversion artifact.",92
French,wjec-gcse-french-specification.csv,179,91,cough coughing,...                  |  | | tousser | (to) **cough coughing** |  | | traduire | (to) translate transl...,LTC,PARSING_ERROR,100,"Words are merged; should be 'cough coughing' with a space, likely a PDF conversion artifact.",92
French,wjec-gcse-french-specification.csv,180,91,translate translating,...) cough coughing |  | | traduire | (to) **translate translating** |  | | travailler                      ...,LTC,PARSING_ERROR,100,"Words are merged; should be 'translate translating' with a space, likely a PDF conversion artifact.",92
French,wjec-gcse-french-specification.csv,181,92,cross crossing,...-------------------  | traverser | (to) **cross crossing** |  | |---------------------|-----------...,LTC,PARSING_ERROR,100,"Words are merged; should be 'cross crossing' with a space, likely a PDF conversion artifact.",93
French,wjec-gcse-french-specification.csv,183,92,sell selling,...                   |  | | vendre | (to) **sell selling** |  | | venir               | (to) come ...,LTC,PARSING_ERROR,100,"Words are merged; should be 'sell selling' with a space, likely a PDF conversion artifact.",93
Geography,cylchlythyr-ionawr-2025.csv,3,1,and,...ease let us know if you don't have these** and** we can ensure they are with you in plen...,LTC,POSSIBLE_AMBIGUOUS_GRAMMATICAL_ERROR,80,A comma is advisable before 'and' when it connects two independent clauses to improve flow and clarity in formal writing.,2
Geography,cylchlythyr-ionawr-2025.csv,5,2,and,...ext year so good luck with your planning** and** we hope these fieldwork projects are su...,LTC,POSSIBLE_AMBIGUOUS_GRAMMATICAL_ERROR,80,A comma is advisable before 'and' when it connects two independent clauses to improve flow and clarity in formal writing.,3
Geography,cylchlythyr-ionawr-2025.csv,6,2,and,...ork has gone into getting it ready to go** and** we would like to extend our thanks to e...,LTC,POSSIBLE_AMBIGUOUS_GRAMMATICAL_ERROR,80,A comma is advisable before 'and' when it connects two independent clauses to improve flow and clarity in formal writing.,3
Geography,fieldwork-opportunities-at-gwersyll-yr-urdd-pentre-ifan.csv,0,1,Urdo,...  # Geography comes alive!  Gwersyll yr **Urdo**  # PENTRE IFAN  ![](_page_0_Picture_3.j...,LTC,SPELLING_ERROR,100,Urdo is a misspelling of the Welsh proper noun 'Urdd'.,2
Geography,fieldwork-opportunities-at-gwersyll-yr-urdd-pentre-ifan.csv,1,1,Oualitative,...ark's 'Changing Coast' archive.  #### ****Oualitative** Surveys**  - Assess the impact of honey...,LTC,PARSING_ERROR,100,Oualitative is a parsing error; it should be 'Qualitative'.,2
Geography,gcse-geography---delivery-guide.csv,0,5,sixstage,"...rtake a fieldwork enquiry following the **sixstage** enquiry process.  The assignment, which...",LTC,PARSING_ERROR,100,"Missing hyphen in the compound adjective 'six-stage' when preceding a noun, which is a common parsing artifact.",6
Geography,gcse-geography---delivery-guide.csv,2,16,so,"..., for example: leaves on trees in winter** so** less interception of rainfall precipita...",LTC,STYLISTIC_PREFERENCE,70,"The conjunction 'so' is grammatically acceptable without a preceding comma in this context, though a comma could be added for stylistic clarity.",17
Geography,gcse-geography---delivery-guide.csv,3,17,so,"...ants willing to do low paid, menial jobs** so** a range of employment is available - mi...",LTC,STYLISTIC_PREFERENCE,70,"The conjunction 'so' is grammatically acceptable without a preceding comma in this context, though a comma could be added for stylistic clarity.",18
Geography,gcse-geography---delivery-guide.csv,4,18,well structured,"...onse that has purpose, is organised and **well structured**.</li></ul> |  | | 3 | 5-6 marks A good ...",LTC,FALSE_POSITIVE,90,'Well structured' is correctly unhyphenated as it functions as a predicate adjective following the noun it describes.,19
Geography,gcse-geography---delivery-guide.csv,5,18,well structured,...>a clear response that is organised and **well structured**.</li></ul> |  | | 2 | 3-4 marks A basic...,LTC,FALSE_POSITIVE,90,'Well structured' is correctly unhyphenated as it functions as a predicate adjective following the noun it describes.,19
Geography,gcse-geography---faqs.csv,0,2,Also,...bility to the content in Units 1 and 3. **Also** Unit 4 requires a maturity and depth of...,LTC,POSSIBLE_AMBIGUOUS_GRAMMATICAL_ERROR,70,Starting a sentence with 'Also' can be stylistically awkward; a stronger transition or conjunction would improve flow.,3
Geography,gcse-geography---faqs.csv,1,2,resources,... also be considered.  ## **Q: When will **resources** such as textbooks and online blended le...,LTC,FALSE_POSITIVE,90,The word 'resources' is correctly spelled and used. The actual error is a missing question mark at the end of the sentence.,3
Geography,gcse-geography---faqs.csv,2,2,be,...s textbooks and online blended learning **be** published.**  A: There are no plans to ...,LTC,FALSE_POSITIVE,90,The word 'be' is correctly used in the sentence. The actual error is a missing question mark at the end of the sentence.,3
Geography,gcse-geography---faqs.csv,3,3,pdf,"...submitted as a digital document e.g., a **pdf**.  ## **Q: Is the Unit 4 NEA similar to ...",LTC,FALSE_POSITIVE,90,'pdf' is an acceptable lowercase usage for the acronym Portable Document Format in this context.,4
Geography,gcse-geography---guidance-for-teaching-unit-1.csv,3,17,Cross section,"... of the river, on the flat floodplain.  **Cross section** through a meander diagram: [meander-cro...",LTC,PARSING_ERROR,90,Compound noun 'cross-section' should be hyphenated in this technical context.,18
Geography,gcse-geography---guidance-for-teaching-unit-1.csv,4,18,outside of,"...e processes operating on the inside and **outside of** the bends, the position of the meander ...",LTC,STYLISTIC_PREFERENCE,70,The 'of' is often considered redundant after 'outside' but not an absolute error.,19
Geography,gcse-geography---guidance-for-teaching-unit-1.csv,5,18,cross section,...ormation - use data to plot and label a **cross section** through a meander  {18}----------------...,LTC,PARSING_ERROR,90,Compound noun 'cross-section' should be hyphenated in this technical context.,19
Geography,gcse-geography---guidance-for-teaching-unit-1.csv,6,19,cross section,...ds. previously deforested.  - annotated **cross section** through a meander to explain meander - ...,LTC,PARSING_ERROR,90,Compound noun 'cross-section' should be hyphenated in this technical context.,20
Geography,gcse-geography---guidance-for-teaching-unit-1.csv,7,19,and,...rial deposited is known as silt/alluvium** and** it is highly fertile and so floodplains...,LTC,POSSIBLE_AMBIGUOUS_GRAMMATICAL_ERROR,80,A comma before 'and' would improve clarity as it separates two independent clauses.,20
Geography,gcse-geography---guidance-for-teaching-unit-1.csv,8,20,Pa storal,...ple use rivers and their landforms :  - **Pa storal** farming: rearing animals on the floodpl...,LTC,PARSING_ERROR,100,Word split by a parsing error; should be 'Pastoral'.,21
Geography,gcse-geography---guidance-for-teaching-unit-1.csv,9,20,socio -economic,"... ground . - Tourism: Although there are **socio -economic** positives attached with tourism, there ...",LTC,PARSING_ERROR,100,Incorrect spacing in hyphenated compound adjective; should be 'socio-economic'.,21
Geography,gcse-geography---guidance-for-teaching-unit-1.csv,10,25,zig zag,...portation of beach sediment occurs in a **zig zag** pattern. This is known as Longshore Dri...,LTC,PARSING_ERROR,90,Compound adjective 'zig-zag' should be hyphenated.,26
Geography,gcse-geography---guidance-for-teaching-unit-1.csv,14,33,sand banks,...a life if sand is removed from offshore **sand banks** .  Beach Management Video: [Soft engine...,LTC,SPELLING_ERROR,90,Compound noun 'sandbank' should be written as one word.,34
Geography,gcse-geography---guidance-for-teaching-unit-1.csv,15,36,wjec,...diversity and inclusion (EDI) Guidance: **wjec**_gcse_geography_guidance.pdf Classificat...,LTC,FALSE_POSITIVE,100,Part of a filename/URL; not a spelling error.,37
Geography,gcse-geography---guidance-for-teaching-unit-1.csv,16,36,gcse,...sity and inclusion (EDI) Guidance: wjec_**gcse**_geography_guidance.pdf Classifications ...,LTC,FALSE_POSITIVE,100,The term 'gcse' is part of a filename/URL slug and is correct in this context.,37
Geography,gcse-geography---guidance-for-teaching-unit-1.csv,17,36,outside of,"...to another country in an irregular way, **outside of** the regulatory norms, or remaining in a...",LTC,STYLISTIC_PREFERENCE,70,'Outside of' is often considered verbose; 'outside' is usually sufficient and more concise for formal writing.,37
Geography,gcse-geography---guidance-for-teaching-unit-1.csv,18,41,non -political,... of prosecutions genuinely arising from **non -political** crimes or from acts contrary to the pur...,LTC,PARSING_ERROR,90,"The compound adjective 'non-political' requires a hyphen, and the space is a parsing artifact.",42
Geography,gcse-geography---guidance-for-teaching-unit-1.csv,19,42,uk,...life is like for migrants who arrive on **uk** shores](https://www.youtube.com/watch?v...,LTC,SPELLING_ERROR,90,'UK' is an acronym for United Kingdom and should be capitalized.,43
Geography,gcse-geography---guidance-for-teaching-unit-1.csv,24,47,although,...d plains are flat and easier to build on** although** the flood risk makes them unfavourable ...,LTC,POSSIBLE_AMBIGUOUS_GRAMMATICAL_ERROR,70,A comma before 'although' would improve clarity and flow when joining two independent clauses.,48
Geography,gcse-geography---guidance-for-teaching-unit-1.csv,27,48,top rated,...diums</li><li>innovation – location for **top rated** universities or leading in research and...,LTC,PARSING_ERROR,90,'Top-rated' is a compound adjective and requires a hyphen.,49
Geography,gcse-geography---guidance-for-teaching-unit-1.csv,29,51,amazon,...usive enterprise zones such as the blue **amazon** - slum clearance and redevelopment.  Th...,LTC,SPELLING_ERROR,90,'Amazon' should be capitalized as it is part of the proper noun 'Blue Amazon'.,52
Geography,gcse-geography---guidance-for-teaching-unit-1.csv,33,57,roleplay,...ear/tension. Learners could undertake a **roleplay** activity; taking on the role of a migra...,LTC,PARSING_ERROR,90,'Role-play' should be hyphenated as a compound noun.,58
Geography,gcse-geography---guidance-for-teaching-unit-1.csv,34,58,play exercise,...tify their different opinions in a role **play exercise**. | |  | 1.3.1 | Causes of migration | L...,LTC,PARSING_ERROR,90,'Role-play exercise' should be hyphenated as 'role-play' is a compound adjective modifying 'exercise'.,59
Geography,gcse-geography---guidance-for-teaching-unit-1.csv,37,65,or,... and why a river regime varies over time** or** they could compare input and output dat...,LTC,POSSIBLE_AMBIGUOUS_GRAMMATICAL_ERROR,70,A comma before 'or' would improve clarity and flow when joining two independent clauses.,66
Geography,gcse-geography---guidance-for-teaching-unit-1.csv,38,65,deathrates,...g the difference between birthrates and **deathrates** of different countries. | |  | Specific...,LTC,PARSING_ERROR,90,"Compound noun 'death rates' should be two words or hyphenated, not merged into one.",66
Geography,gcse-geography---guidance-for-teaching-unit-1.csv,39,65,cross sectional,... data. They could then use this to plot **cross sectional** graphs and calculate the changing cross...,LTC,PARSING_ERROR,90,'cross-sectional' should be hyphenated as a compound adjective modifying 'graphs'.,66
Geography,gcse-geography---guidance-for-teaching-unit-1.csv,40,74,and,... of water in the channel at a given time** and** it is measured in cumecs (m³/s)        ...,LTC,POSSIBLE_AMBIGUOUS_GRAMMATICAL_ERROR,70,A comma before 'and' would improve clarity as it separates two independent clauses in a formal definition.,75
Geography,gcse-geography---guidance-for-teaching-unit-1.csv,41,74,outside of,...                      | Transition zone **outside of** the suburbs that has mixed rural and ur...,LTC,STYLISTIC_PREFERENCE,70,'Outside of' can be simplified to 'outside' for conciseness in formal writing.,75
Geography,gcse-geography---guidance-for-teaching-unit-1.csv,43,75,outside of,"...to another country in an irregular way, **outside of** the regulatory norms, or remaining in a...",LTC,STYLISTIC_PREFERENCE,70,'Outside of' can be simplified to 'outside' for conciseness in formal writing.,76
Geography,gcse-geography---guidance-for-teaching-unit-1.csv,44,76,zig zag,...iment is moved along the coastline in a **zig zag** pattern | | Mass balance            | T...,LTC,PARSING_ERROR,90,'zig-zag' should be hyphenated as a compound adjective modifying 'pattern'.,77
Geography,gcse-geography---guidance-for-teaching-unit-1.csv,45,78,colonize,...eer Plant Species | The first plants to **colonize** a barren ecosystem such as a sand dune ...,LTC,SPELLING_ERROR,100,'colonize' is American English; British English spelling is 'colonise'.,79
Geography,gcse-geography---guidance-for-teaching-unit-1.csv,46,81,Tres,...--------------------  | Transpiration | **Tres** and other vegetation release water vapo...,LTC,PARSING_ERROR,100,"'Tres' is a misspelling of 'Trees', likely a parsing artifact.",82
Geography,gcse-geography---guidance-for-teaching-unit-2.csv,0,7,sixstage,"...rtake a fieldwork enquiry following the **sixstage** enquiry process.  The assignment, which...",LTC,PARSING_ERROR,90,Missing hyphen in the compound adjective 'six-stage'.,8
Geography,gcse-geography---guidance-for-teaching-unit-2.csv,1,11,breakdown,... learners how sub-questions can help to **breakdown** the overall enquiry question into measu...,LTC,SPELLING_ERROR,90,'break down' should be two words when used as a verb.,12
Geography,gcse-geography---guidance-for-teaching-unit-2.csv,2,13,and,... limited period in which to collect data** and** therefore it is important to consider t...,LTC,POSSIBLE_AMBIGUOUS_GRAMMATICAL_ERROR,70,A comma before 'and' would improve clarity as it separates two independent clauses.,14
Geography,gcse-geography---guidance-for-teaching-unit-2.csv,4,18,and,... when they are drawing their conclusions** and** therefore it is important they are taug...,LTC,POSSIBLE_AMBIGUOUS_GRAMMATICAL_ERROR,70,A comma before 'and' would improve clarity as it separates two independent clauses.,19
Geography,gcse-geography---guidance-for-teaching-unit-2.csv,5,18,but,... is a skill that most learners will have** but** they should know why they are doing thi...,LTC,ABSOLUTE_GRAMMATICAL_ERROR,90,A comma is required before 'but' when it connects two independent clauses.,19
Geography,gcse-geography---guidance-for-teaching-unit-2.csv,6,20,cross sections,... range of variables within a data set - **cross sections** and transects a line graph which shows ...,LTC,FALSE_POSITIVE,100,'cross sections' is acceptable as a plural noun; hyphenation is optional for the noun form.,21
Geography,gcse-geography---guidance-for-teaching-unit-2.csv,7,20,cross section,...ch shows a visual representation of the **cross section**/transect being measured.  Appropriate m...,LTC,FALSE_POSITIVE,100,'cross section' is acceptable as a noun; hyphenation is optional for the noun form.,21
Geography,gcse-geography---guidance-for-teaching-unit-2.csv,9,25,Google maps,...tps://digimapforschools.edina.ac.uk/> - **Google maps** <https://www.google.co.uk/maps>  #### G...,LTC,SPELLING_ERROR,90,'Maps' should be capitalised as it is part of the proper noun 'Google Maps'.,26
Geography,gcse-geography---guidance-for-teaching-unit-2.csv,10,28,factorss,...ve OS maps to learn more about possible **factorss** that might influence features</li><li>c...,LTC,SPELLING_ERROR,100,Obvious misspelling of 'factors'.,29
Geography,gcse-geography---guidance-for-teaching-unit-2.csv,11,29,',...Examples include: <ul><li>Environment – **'**Tourists have a great impact on footpath...,LTC,PARSING_ERROR,100,HTML entity '&#x27;' should be converted to a single quote or apostrophe.,30
Geography,gcse-geography---guidance-for-teaching-unit-2.csv,12,32,sub-groups,"...ative of the whole. For example, create **sub-groups** of the population by age and ask an equ...",LTC,SPELLING_ERROR,90,'Subgroup' is generally written as one word according to OED.,33
Geography,gcse-geography---guidance-for-teaching-unit-2.csv,13,32,and,...l enquiry is an individual piece of work** and** therefore it allows learners to form th...,LTC,ABSOLUTE_GRAMMATICAL_ERROR,100,Missing comma before 'and' joining two independent clauses.,33
Geography,gcse-geography---guidance-for-teaching-unit-2.csv,14,33,and,...they link their study to the wider world** and** how can their enquiry transcend the loc...,LTC,ABSOLUTE_GRAMMATICAL_ERROR,100,Missing comma before 'and' joining two independent clauses.,34
Geography,gcse-geography---guidance-for-teaching-unit-2.csv,15,34,with regards to,... and therefore make their own decisions **with regards to** methodology. One way in which these ski...,LTC,STYLISTIC_PREFERENCE,80,'With regard to' or 'regarding' is more formal and concise than 'with regards to'.,35
Geography,gcse-geography---guidance-for-teaching-unit-2.csv,16,37,form,...>class discussion over what information **form** the article are relevant to the enquiry...,LTC,SPELLING_ERROR,100,'Form' should be 'from' in this context.,38
Geography,gcse-geography---guidance-for-teaching-unit-2.csv,17,38,improve,...what went well and what could have been **improve** upon. The type of questions that could ...,LTC,ABSOLUTE_GRAMMATICAL_ERROR,100,'Improve' should be 'improved' to form the correct past participle.,39
Geography,gcse-geography---guidance-for-teaching-unit-2.csv,18,40,skillset,... and provides geographers with a unique **skillset** that they can apply to a range of diffe...,LTC,FALSE_POSITIVE,100,'Skillset' is an accepted and commonly used term.,41
Geography,gcse-geography---guidance-for-teaching-unit-2.csv,19,42,cross sections,... range of variables within a data set - **cross sections** and transects a line graph which shows ...,LTC,PARSING_ERROR,90,'Cross-sections' should be hyphenated as a compound noun according to OED.,43
Geography,gcse-geography---guidance-for-teaching-unit-2.csv,20,42,cross section,...ch shows a visual representation of the **cross section**/transect being measured.  Learners are ...,LTC,PARSING_ERROR,90,'Cross-section' should be hyphenated as a compound noun according to OED.,43
Geography,gcse-geography---guidance-for-teaching-unit-2.csv,22,43,windspeed,...earners could take some temperature and **windspeed** readings at various points around the s...,LTC,PARSING_ERROR,90,'Wind speed' is generally written as two words as a noun according to OED.,44
Geography,gcse-geography---guidance-for-teaching-unit-2.csv,23,44,but,...e data. Then give learners the same data** but** after it has been processed and had sta...,LTC,STYLISTIC_PREFERENCE,70,"The comma before 'but' is a stylistic choice, not grammatically required as it does not separate two independent clauses.",45
Geography,gcse-geography---guidance-for-teaching-unit-2.csv,25,50,improve,...what went well and what could have been **improve** upon. The type of questions that could ...,LTC,ABSOLUTE_GRAMMATICAL_ERROR,100,"The past participle 'improved' is required here, not the base form 'improve'.",51
Geography,gcse-geography---guidance-for-teaching-unit-2.csv,26,53,investigati ons,...ontent/uploads/2023/05/NEA_Geographical_**investigati ons**_split_to_A4.01.pdf</li></ul> |  |  {53}...,LTC,PARSING_ERROR,100,"The word 'investigations' is truncated within a URL, indicating a parsing artifact.",54
Geography,gcse-geography---guidance-for-teaching-unit-3.csv,0,8,some of south,"...t Swansea have the highest speeds, with **some of south** and north-east Wales being relatively g...",LTC,FALSE_POSITIVE,90,"The phrase 'some of south and north-east Wales' is grammatically acceptable, though 'some parts of' might be more common.",9
Geography,gcse-geography---guidance-for-teaching-unit-3.csv,2,10,econom y,"...mmes, Young Persons Guarantee, circular **econom y** - education – targeted funding e.g. Pup...",LTC,PARSING_ERROR,100,"Word 'economy' is split by a space, likely due to PDF conversion.",11
Geography,gcse-geography---guidance-for-teaching-unit-3.csv,4,12,untries,...ank.org/country/GBR/556d8fa6/Popular_co **untries**</li><li>United Nations Country profiles...,LTC,PARSING_ERROR,100,"Word 'countries' is split by a space within a URL, indicating a parsing error from PDF conversion.",13
Geography,gcse-geography---guidance-for-teaching-unit-3.csv,5,12,LICss,"...s of education and health care, whereas **LICss** may struggle with poverty, limited acce...",LTC,SPELLING_ERROR,90,'LICss' is a typo; it should be 'LICs' (Least Developed Countries).,13
Geography,gcse-geography---guidance-for-teaching-unit-3.csv,7,17,degradatio n,"...labour, which can lead to environmental **degradatio n** - profits often repatriated to home cou...",LTC,PARSING_ERROR,100,"Word 'degradation' is split by a space, likely due to PDF conversion.",18
Geography,gcse-geography---guidance-for-teaching-unit-3.csv,8,17,eco -friendly,"...ent promotes sustainable tourism, where **eco -friendly** resorts help to conserve marine biodive...",LTC,PARSING_ERROR,90,Compound adjective 'eco-friendly' requires a hyphen according to OED standard.,18
Geography,gcse-geography---guidance-for-teaching-unit-3.csv,9,17,eco -tourism,...ough tourism:  - promoting cultural and **eco -tourism** can provide communities with a sustaina...,LTC,PARSING_ERROR,90,Compound noun 'eco-tourism' requires a hyphen according to OED standard.,18
Geography,gcse-geography---guidance-for-teaching-unit-3.csv,12,20,but,... Places closer to the Equator are warmer** but** there's little difference between north...,LTC,STYLISTIC_PREFERENCE,70,Adding a comma before 'but' is a stylistic choice; the sentence is clear without it.,21
